node_id,lat,lon,total_conflicts_office,severe_conflicts_office,total_conflicts_noon,severe_conflicts_noon,total_conflicts_evening,severe_conflicts_evening,total_conflicts_midnight,severe_conflicts_midnight
1174832834,22.57121595357121,88.353192709397,0,0,32.0,16.0,0,0,0.0,0.0
1186025302,22.571315668711904,88.35259186993966,0,0,0.0,0.0,0,0,0.0,0.0
1174832972,22.57520528214189,88.35355582072634,0,0,0.0,0.0,0,0,0.0,0.0
cluster_1189036595_13298747741,22.57509688724045,88.35397501153209,0,0,65.0,32.0,0,0,2.0,2.0
1174833090,22.57530296815583,88.35314255462443,0,0,0.0,0.0,0,0,0.0,0.0
1174832534,22.574811689086847,88.35299488662051,0,0,0.0,0.0,0,0,0.0,0.0
1186025330,22.574232397124288,88.3528090139375,0,0,32.0,14.0,0,0,6.0,6.0
1186025292,22.57561388873909,88.3532242722462,0,0,10.0,2.0,0,0,0.0,0.0
1189036707,22.576047534864216,88.35332994722307,0,0,0.0,0.0,0,0,0.0,0.0
1189036484,22.576503068370783,88.35345353775631,0,0,0.0,0.0,0,0,0.0,0.0
1174832895,22.57702815529232,88.35359784393474,0,0,40.0,6.0,0,0,2.0,0.0
1174833147,22.575771377001804,88.35252010631395,0,0,4.0,2.0,0,0,0.0,0.0
1174832527,22.574453714222475,88.3520865120077,0,0,4.0,0.0,0,0,0.0,0.0
1174833066,22.577225808992544,88.35297225979502,0,0,4.0,0.0,0,0,0.0,0.0
1174832855,22.57527073886645,88.35100471141466,0,0,6.0,2.0,0,0,0.0,0.0
1189036766,22.57525481072833,88.35054647250432,0,0,0.0,0.0,0,0,0.0,0.0
1186025321,22.57527808094064,88.35125940358947,0,0,0.0,0.0,0,0,0.0,0.0
1174832816,22.575223984383424,88.35153790824157,0,0,0.0,0.0,0,0,0.0,0.0
cluster_1174832725_13298747729_13298747740,22.57459216211288,88.35382604243047,0,0,39.0,12.0,0,0,0.0,0.0
6544715978,22.576007174638097,88.35191211283642,0,0,2.0,0.0,0,0,0.0,0.0
1174832779,22.57364001264108,88.35195719720488,0,0,0.0,0.0,0,0,0.0,0.0
1174832885,22.573206196786337,88.35190375367436,0,0,0.0,0.0,0,0,0.0,0.0
11242908390,22.574014572267743,88.35166771923218,0,0,0.0,0.0,0,0,0.0,0.0
1174832811,22.57411775338424,88.35127707224575,0,0,0.0,0.0,0,0,0.0,0.0
11282915069,22.57098095244272,88.35118356585816,0,0,72.0,16.0,0,0,0.0,0.0
cluster_1186025344_13298747727_13298747728_13298747738_#3more,22.57220210547858,88.35292185263569,0,0,898.0,292.0,0,0,26.0,20.0
1174832997,22.571012736839275,88.35105569403272,0,0,103.0,22.0,0,0,4.0,0.0
1174832716,22.575026406801143,88.35000680147233,0,0,14.0,2.0,0,0,0.0,0.0
1174833041,22.57405203463021,88.34976836701316,0,0,0.0,0.0,0,0,0.0,0.0
1176977352,22.57779804304741,88.35957883597573,0,0,0.0,0.0,0,0,0.0,0.0
cluster_1176977581_1176977943,22.57702983565986,88.35934701984806,0,0,0.0,0.0,0,0,0.0,0.0
1189036795,22.57592780259925,88.35994757217253,0,0,8.0,6.0,0,0,0.0,0.0
1191863915,22.575835411486786,88.36058681633969,0,0,2.0,2.0,0,0,0.0,0.0
1189036489,22.576845651791903,88.35865516355285,0,0,0.0,0.0,0,0,0.0,0.0
1176977453,22.57730444396693,88.35690705653937,0,0,4.0,0.0,0,0,2.0,0.0
1176978389,22.57668172895104,88.35677277190399,0,0,10.0,4.0,0,0,0.0,0.0
12123661005,22.574354069379183,88.35615097726945,0,0,0.0,0.0,0,0,0.0,0.0
1177160664,22.57409250867504,88.35606419340814,0,0,0.0,0.0,0,0,0.0,0.0
1189036574,22.57483353856089,88.35629562245266,0,0,0.0,0.0,0,0,0.0,0.0
1177161047,22.570004087059303,88.35670934588626,0,0,3.0,0.0,0,0,0.0,0.0
1177161432,22.57095775955296,88.3564989825272,0,0,28.0,12.0,0,0,0.0,0.0
cluster_10943484228_1190100465,22.567427130487207,88.3499297722738,0,0,4.0,0.0,0,0,0.0,0.0
1177160399,22.56788153323447,88.35007015611401,0,0,146.0,54.0,0,0,10.0,6.0
1177160675,22.56709324130088,88.34977568324467,0,0,0.0,0.0,0,0,0.0,0.0
1187083424,22.56702076543638,88.34969416125762,0,0,0.0,0.0,0,0,0.0,0.0
10943498141,22.56666540961792,88.34956874807615,0,0,12.0,6.0,0,0,0.0,0.0
1177160515,22.56607185836104,88.34935932606618,0,0,6.0,4.0,0,0,0.0,0.0
1177160684,22.571925313628935,88.35663430009069,0,0,38.0,10.0,0,0,2.0,0.0
10943435168,22.571857970843933,88.35587009092055,0,0,0.0,0.0,0,0,0.0,0.0
6546843161,22.575318612539704,88.35525154430397,0,0,0.0,0.0,0,0,0.0,0.0
1177161548,22.5743030429459,88.35476913863768,0,0,0.0,0.0,0,0,0.0,0.0
1189036577,22.57591390291908,88.35542494173575,0,0,0.0,0.0,0,0,0.0,0.0
1177161634,22.576454516246205,88.35561288094803,0,0,0.0,0.0,0,0,0.0,0.0
1190100093,22.56929443066344,88.3517359614329,0,0,0.0,0.0,0,0,0.0,0.0
cluster_1177160434_1177161050,22.568806259319057,88.35294696207289,0,0,70.0,18.0,0,0,2.0,0.0
1177161018,22.569502893338285,88.3513814625359,0,0,18.0,6.0,0,0,0.0,0.0
1177160807,22.569997072990475,88.35123816258634,0,0,41.0,10.0,0,0,0.0,0.0
1177160693,22.57318684024933,88.35854693391815,0,0,0.0,0.0,0,0,0.0,0.0
1177161022,22.57279234944269,88.35797674685944,0,0,260.0,74.0,0,0,0.0,0.0
1189868591,22.57107587346492,88.35376008705416,0,0,2.0,2.0,0,0,0.0,0.0
1177161553,22.57063625233305,88.3546314713325,0,0,6.0,6.0,0,0,0.0,0.0
1177160694,22.57394205365655,88.35828610355647,0,0,2.0,2.0,0,0,0.0,0.0
3640245798,22.573501543917292,88.35821283151162,0,0,0.0,0.0,0,0,0.0,0.0
1177161545,22.574992554176056,88.35827850447652,0,0,0.0,0.0,0,0,0.0,0.0
1177161645,22.57472363389204,88.35765196444198,0,0,40.0,10.0,0,0,0.0,0.0
1189036720,22.574876369910225,88.3586667834742,0,0,0.0,0.0,0,0,0.0,0.0
1177161333,22.57484929113494,88.35892103996773,0,0,0.0,0.0,0,0,0.0,0.0
1177161389,22.574852283524795,88.35910118955766,0,0,0.0,0.0,0,0,0.0,0.0
10281958931,22.574770951538223,88.35941589390522,0,0,0.0,0.0,0,0,0.0,0.0
1177160773,22.568079861535047,88.3516304637343,0,0,0.0,0.0,0,0,0.0,0.0
663943275,22.567575672362384,88.35150330180771,0,0,0.0,0.0,0,0,0.0,0.0
1177161481,22.572410160349538,88.35452480780106,0,0,0.0,0.0,0,0,0.0,0.0
1177161509,22.57284385093382,88.3554391666672,0,0,0.0,0.0,0,0,0.0,0.0
cluster_11502623497_1177160337,22.572813398866312,88.35328679132752,0,0,52.0,22.0,0,0,8.0,4.0
1190100054,22.56680360466077,88.35209387309988,0,0,0.0,0.0,0,0,0.0,0.0
1190100077,22.567045810908905,88.35137861371089,0,0,0.0,0.0,0,0,0.0,0.0
1189036763,22.57365060000375,88.3561779386311,0,0,0.0,0.0,0,0,0.0,0.0
1177161049,22.573293452609025,88.35606221016512,0,0,110.0,28.0,0,0,0.0,0.0
1177161446,22.573946735203723,88.3562348139385,0,0,0.0,0.0,0,0,0.0,0.0
1177160524,22.57393444076498,88.35846011812434,0,0,7.0,2.0,0,0,0.0,0.0
1177161043,22.574387789956585,88.35888422527012,0,0,0.0,0.0,0,0,0.0,0.0
1177160691,22.57394679759333,88.35771408705128,0,0,233.0,76.0,0,0,4.0,0.0
1177161074,22.56829233874282,88.3509810391508,0,0,8.0,0.0,0,0,0.0,0.0
1177160983,22.575682572613783,88.35836822865477,0,0,0.0,0.0,0,0,0.0,0.0
1177161573,22.56959870052732,88.35465644015814,0,0,313.0,92.0,0,0,2.0,0.0
1177161508,22.568856378448416,88.35451361504018,0,0,189.0,70.0,0,0,2.0,2.0
10907806554,22.57030479468226,88.3547145936454,0,0,28.0,10.0,0,0,0.0,0.0
1189036486,22.57519106023093,88.35700880924341,0,0,0.0,0.0,0,0,0.0,0.0
1177160600,22.575034137790887,88.35735506482729,0,0,0.0,0.0,0,0,0.0,0.0
1177160446,22.57544803291875,88.35617335380904,0,0,0.0,0.0,0,0,0.0,0.0
1177160571,22.573558473219304,88.35510721737334,0,0,0.0,0.0,0,0,0.0,0.0
1177160978,22.572943729188676,88.35477714984015,0,0,94.0,28.0,0,0,0.0,0.0
1177161095,22.574178104851303,88.35523251297694,0,0,0.0,0.0,0,0,0.0,0.0
10943277968,22.57158255100902,88.35651579529627,0,0,124.0,24.0,0,0,0.0,0.0
cluster_1177161169_664472775,22.57102991487022,88.35627561422059,0,0,582.0,152.0,0,0,6.0,0.0
1177161612,22.57447252814023,88.3577282825355,0,0,39.0,22.0,0,0,0.0,0.0
1177161504,22.575094858436493,88.35746974246847,0,0,12.0,2.0,0,0,0.0,0.0
1189036737,22.575234351777272,88.35740118078535,0,0,8.0,4.0,0,0,0.0,0.0
1177160599,22.57598198995622,88.35724569434836,0,0,260.0,78.0,0,0,8.0,0.0
1189036777,22.57201749846334,88.35698055571,0,0,68.0,22.0,0,0,0.0,0.0
cluster_10943433501_10943433503,22.572035257467117,88.35729476671229,0,0,139.0,50.0,0,0,0.0,0.0
1177161631,22.572510341894645,88.35764827490244,0,0,337.0,98.0,0,0,4.0,0.0
1177161483,22.572919382861816,88.3576832091468,0,0,284.0,88.0,0,0,36.0,4.0
1189036857,22.57339548443856,88.3576917634191,0,0,204.0,66.0,0,0,0.0,0.0
1189036937,22.57419094120869,88.35772416219234,0,0,24.0,8.0,0,0,0.0,0.0
1177161371,22.56894969615748,88.35709202576514,0,0,195.0,52.0,0,0,0.0,0.0
1189868548,22.56838551192779,88.35691455979011,0,0,343.0,99.0,0,0,2.0,0.0
1189868581,22.56995683488181,88.35689288754371,0,0,0.0,0.0,0,0,0.0,0.0
1177160687,22.56872928571196,88.3547720386315,0,0,75.0,26.0,0,0,0.0,0.0
664472699,22.56797131329064,88.35458928487955,0,0,329.0,86.0,0,0,0.0,0.0
1177161154,22.568445835304324,88.3553316812101,0,0,489.0,140.0,0,0,12.0,2.0
1177160864,22.56767952940121,88.3550875745227,0,0,508.0,160.0,0,0,4.0,0.0
1177161408,22.566394450443745,88.35195402249684,0,0,0.0,0.0,0,0,0.0,0.0
11372704310,22.56708306823933,88.35117990221399,0,0,0.0,0.0,0,0,0.0,0.0
1177161703,22.57169088268994,88.35423048690492,0,0,0.0,0.0,0,0,0.0,0.0
1177161547,22.573441956145416,88.35552515534572,0,0,15.0,6.0,0,0,0.0,0.0
1177161474,22.575468076413085,88.35919933187039,0,0,39.0,16.0,0,0,0.0,0.0
1177160733,22.574270079676086,88.35643881361176,0,0,0.0,0.0,0,0,0.0,0.0
1177160667,22.57392828100468,88.35633451585143,0,0,0.0,0.0,0,0,0.0,0.0
1177161625,22.574716644757416,88.35661873368213,0,0,0.0,0.0,0,0,0.0,0.0
1189036735,22.57510483481199,88.35630975403949,0,0,0.0,0.0,0,0,0.0,0.0
1189036456,22.57496784738669,88.35691597967583,0,0,0.0,0.0,0,0,0.0,0.0
1177161280,22.575184579809832,88.35608606429666,0,0,0.0,0.0,0,0,0.0,0.0
1189036581,22.57521449863902,88.3559335655531,0,0,0.0,0.0,0,0,0.0,0.0
1189036567,22.57526283060756,88.35561124071086,0,0,0.0,0.0,0,0,0.0,0.0
1177161647,22.57447406500373,88.35844410847463,0,0,0.0,0.0,0,0,0.0,0.0
1177161537,22.574342541243496,88.35536561234862,0,0,0.0,0.0,0,0,0.0,0.0
1189036826,22.574207284832102,88.35576712718824,0,0,0.0,0.0,0,0,0.0,0.0
1177160431,22.57381396335568,88.35691946465657,0,0,0.0,0.0,0,0,0.0,0.0
1177160598,22.569130391186377,88.35612281879348,0,0,4.0,2.0,0,0,0.0,0.0
1177160765,22.56814184455718,88.35573493297038,0,0,343.0,102.0,0,0,0.0,0.0
1177161549,22.568138748640493,88.35385209315947,0,0,194.0,34.0,0,0,4.0,0.0
1177160866,22.56753445371693,88.35369652051925,0,0,142.0,36.0,0,0,0.0,0.0
1177161468,22.56861184498356,88.35387441360297,0,0,8.0,4.0,0,0,0.0,0.0
1177160573,22.56914146708728,88.35402721676769,0,0,142.0,38.0,0,0,0.0,0.0
1177160779,22.5694078852328,88.35647282547072,0,0,2.0,0.0,0,0,0.0,0.0
1177160471,22.56961764008013,88.35576298203223,0,0,169.0,52.0,0,0,0.0,0.0
1177161675,22.57002321529616,88.35589833884029,0,0,209.0,65.0,0,0,0.0,0.0
1177160923,22.56980745475446,88.35663477281982,0,0,7.0,2.0,0,0,0.0,0.0
cluster_1191714258_1191714350,22.567222375229417,88.36099261294709,0,0,18.0,6.0,0,0,0.0,0.0
1190128211,22.566885793957592,88.3605284337677,0,0,173.0,55.0,0,0,6.0,2.0
1177211462,22.567048629680087,88.36145800672703,0,0,49.0,2.0,0,0,0.0,0.0
11499274561,22.56580977071451,88.36143815806483,0,0,2.0,2.0,0,0,0.0,0.0
1191714339,22.565664196417323,88.36213897529584,0,0,0.0,0.0,0,0,0.0,0.0
1177211489,22.565897247738665,88.36099545616977,0,0,0.0,0.0,0,0,0.0,0.0
1177212032,22.56606246385759,88.3605238550201,0,0,2.0,2.0,0,0,0.0,0.0
1190128206,22.566220159501373,88.36031106123096,0,0,12.0,0.0,0,0,2.0,0.0
1177212028,22.566302591831533,88.35989845554714,0,0,12.0,4.0,0,0,0.0,0.0
1177211732,22.56928107756796,88.3590061994639,0,0,0.0,0.0,0,0,0.0,0.0
1177211724,22.56838000339388,88.35873186598134,0,0,200.0,54.0,0,0,0.0,0.0
cluster_1177211353_1177211711,22.567462302351963,88.36178834935455,0,0,56.0,20.0,0,0,6.0,0.0
1177211571,22.567718628468,88.3586620724685,0,0,287.0,89.0,0,0,0.0,0.0
1177211334,22.5677474573134,88.35823269488253,0,0,262.0,86.0,0,0,2.0,0.0
1177211777,22.569399943715844,88.35851438769072,0,0,0.0,0.0,0,0,0.0,0.0
cluster_1177211394_1177211683,22.568432790969567,88.35822491900205,0,0,255.0,68.0,0,0,0.0,0.0
1177211750,22.566697690017836,88.35923256062013,0,0,0.0,0.0,0,0,0.0,0.0
cluster_1190128285_13300645523_13300645535,22.566542660802156,88.35994175317862,0,0,91.0,30.0,0,0,0.0,0.0
1177212160,22.566781901826737,88.3589189722153,0,0,0.0,0.0,0,0,0.0,0.0
1177211424,22.56675524654981,88.35848214906332,0,0,0.0,0.0,0,0,0.0,0.0
1177211896,22.56746054237889,88.35801466517458,0,0,26.0,8.0,0,0,0.0,0.0
1177211474,22.56794944540976,88.3580795564301,0,0,274.0,81.0,0,0,1.0,0.0
1190128241,22.56800340106474,88.3577120820265,0,0,321.0,84.0,0,0,0.0,0.0
11843639551,22.568307156337887,88.35709127883503,0,0,300.0,80.0,0,0,2.0,0.0
1177211862,22.569518204199923,88.35822232762395,0,0,30.0,14.0,0,0,0.0,0.0
1177211652,22.569095940436476,88.35981518348447,0,0,0.0,0.0,0,0,0.0,0.0
1190128269,22.566403130054216,88.35914973218435,0,0,0.0,0.0,0,0,0.0,0.0
1190128256,22.56621360283733,88.35890795571883,0,0,0.0,0.0,0,0,0.0,0.0
1190128244,22.56719137168786,88.35935176897857,0,0,0.0,0.0,0,0,0.0,0.0
1177211785,22.567197881533613,88.36013033312265,0,0,266.0,98.0,0,0,8.0,8.0
1177212077,22.5682201519127,88.36061952580447,0,0,242.0,80.0,0,0,2.0,2.0
1190128289,22.567549956753787,88.3599592200516,0,0,358.0,110.0,0,0,0.0,0.0
1177211769,22.567732902661337,88.35928122232788,0,0,470.0,126.0,0,0,4.0,2.0
cluster_1177211838_13300645525_13300645528,22.56748068114817,88.3601725919936,0,0,219.0,94.0,0,0,84.0,38.0
1177211755,22.56914258346999,88.36206131208844,0,0,0.0,0.0,0,0,0.0,0.0
1177211312,22.56879544887791,88.36187302360403,0,0,0.0,0.0,0,0,0.0,0.0
1177211610,22.5689594311957,88.35976580139834,0,0,0.0,0.0,0,0,0.0,0.0
cluster_10917990606_663844223,22.568362379483972,88.36029211089932,0,0,258.0,88.0,0,0,15.0,2.0
13908994428,22.56928546222025,88.35990797440392,0,0,0.0,0.0,0,0,0.0,0.0
1177211464,22.56977851585046,88.3601439832626,0,0,10.0,4.0,0,0,0.0,0.0
1177212025,22.5681092801348,88.36093450778611,0,0,96.0,40.0,0,0,0.0,0.0
1177211791,22.56929900233374,88.36159438052472,0,0,0.0,0.0,0,0,0.0,0.0
cluster_1177211304_1177211692,22.56827549787022,88.35952267177686,0,0,337.0,98.0,0,0,0.0,0.0
1177211398,22.56717574909479,88.35813344012513,0,0,0.0,0.0,0,0,0.0,0.0
1177211357,22.5667288751932,88.3574448981396,0,0,0.0,0.0,0,0,0.0,0.0
1177211333,22.5694681132502,88.36108974094167,0,0,46.0,14.0,0,0,0.0,0.0
1177211833,22.568902289397656,88.36086118422666,0,0,0.0,0.0,0,0,0.0,0.0
1177212052,22.56514468486963,88.36020656533789,0,0,0.0,0.0,0,0,0.0,0.0
664446531,22.57189713361008,88.35984013586413,0,0,0.0,0.0,0,0,0.0,0.0
1177212155,22.57112767313839,88.35958556020582,0,0,70.0,16.0,0,0,0.0,0.0
1177211361,22.566439428645133,88.36067751569098,0,0,8.0,2.0,0,0,0.0,0.0
1191714356,22.56654933505261,88.36040181724601,0,0,16.0,6.0,0,0,0.0,0.0
1177212006,22.566252872982695,88.36109853233738,0,0,0.0,0.0,0,0,0.0,0.0
1177211687,22.5705609610582,88.35936565331454,0,0,4.0,0.0,0,0,0.0,0.0
663842386,22.570105794466844,88.35913517162301,0,0,98.0,38.0,0,0,0.0,0.0
cluster_1189036471_1189036770,22.571345185762684,88.35900669433711,0,0,56.0,14.0,0,0,0.0,0.0
1177211432,22.571488382353685,88.35847883776778,0,0,227.0,70.0,0,0,0.0,0.0
cluster_1177212073_13300645524_664471560,22.566923595657745,88.36006394234461,0,0,188.0,64.0,0,0,27.0,15.0
cluster_1177211336_1191714436,22.56681478676934,88.36081822703531,0,0,26.0,14.0,0,0,0.0,0.0
